asin,pincode,title,price,rating,review_count,delivery,availability,seller
"B0FV31DDT7",,"MagPro case for Samsung Galaxy S24 5G | MagSafe Compatible Protective Cover with Strong Magnetic Adsorption Shockproof Armor Scratch Resistant Polycarbonate Hard Back | Translucent Matte Black","₹999","4.1","151","FREE delivery Monday, 4 May on your first order. Details","In stock","Cocoblu Retail"
